va,vb,job,backend,shots,qtype,qubits,version,time,q_winrate
13,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Vertex,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.662109375
0,1,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8447265625
0,2,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9423828125
0,4,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8896484375
0,3,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.890625
1,2,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8740234375
1,5,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.87109375
1,6,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8564453125
2,7,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8974609375
2,8,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8955078125
3,4,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.873046875
3,10,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8876953125
3,11,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.849609375
4,12,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8544921875
4,9,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.87109375
5,6,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9365234375
5,11,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9384765625
5,12,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.90234375
6,9,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8779296875
6,10,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.908203125
7,8,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.833984375
7,10,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.849609375
7,12,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.849609375
8,9,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8564453125
8,11,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8876953125
13,0,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.849609375
13,1,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.93359375
13,2,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8505859375
13,3,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9091796875
13,4,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.86328125
13,5,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.857421875
13,6,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8876953125
13,7,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9052734375
13,8,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8642578125
13,9,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9013671875
13,10,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8759765625
13,11,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8935546875
13,12,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9033203125
1,0,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.87890625
2,0,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.947265625
4,0,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9072265625
3,0,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9140625
2,1,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8720703125
5,1,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.884765625
6,1,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.82421875
7,2,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.919921875
8,2,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.908203125
4,3,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8359375
10,3,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8857421875
11,3,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8623046875
12,4,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8828125
9,4,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.84765625
6,5,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9375
11,5,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.912109375
12,5,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.91796875
9,6,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.89453125
10,6,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9287109375
8,7,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.82421875
10,7,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8505859375
12,7,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8349609375
9,8,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8681640625
11,8,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8603515625
0,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.84765625
1,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9423828125
2,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8740234375
3,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.90234375
4,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.90625
5,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8544921875
6,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8916015625
7,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.9091796875
8,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.880859375
9,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8818359375
10,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8740234375
11,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8955078125
12,13,cjsb5kciifjafcoacbv0,ibmq_quito,1024,Edge,5.0,1.1.45,2023-09-06 20:46:45.308000-04:00,0.8974609375
0,0,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.646484375
1,1,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.6396484375
2,2,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.638671875
3,3,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.685546875
4,4,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.7001953125
5,5,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.6259765625
6,6,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.654296875
7,7,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.63671875
8,8,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.607421875
9,9,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.6669921875
10,10,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.626953125
11,11,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.65234375
12,12,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.685546875
13,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Vertex,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.6181640625
0,1,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8671875
0,2,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9384765625
0,4,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.884765625
0,3,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.890625
1,2,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8642578125
1,5,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.830078125
1,6,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.865234375
2,7,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.92578125
2,8,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.853515625
3,4,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9033203125
3,10,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8857421875
3,11,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.875
4,12,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.884765625
4,9,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.912109375
5,6,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9150390625
5,11,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9287109375
5,12,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8818359375
6,9,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9306640625
6,10,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.857421875
7,8,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.822265625
7,10,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.833984375
7,12,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.87109375
8,9,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8818359375
8,11,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8818359375
13,0,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8037109375
13,1,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.921875
13,2,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.849609375
13,3,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.876953125
13,4,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.892578125
13,5,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8369140625
13,6,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.86328125
13,7,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.861328125
13,8,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9326171875
13,9,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8544921875
13,10,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.892578125
13,11,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8662109375
13,12,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9208984375
1,0,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8623046875
2,0,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.953125
4,0,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9228515625
3,0,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8740234375
2,1,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.853515625
5,1,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8779296875
6,1,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8515625
7,2,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.87890625
8,2,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.919921875
4,3,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8642578125
10,3,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.875
11,3,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.921875
12,4,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9091796875
9,4,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8818359375
6,5,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.921875
11,5,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.90234375
12,5,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.90234375
9,6,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8583984375
10,6,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9326171875
8,7,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.859375
10,7,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8828125
12,7,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8798828125
9,8,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8603515625
11,8,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8251953125
0,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.853515625
1,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9189453125
2,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.830078125
3,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8876953125
4,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.880859375
5,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8408203125
6,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8603515625
7,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9140625
8,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8369140625
9,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.9013671875
10,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8525390625
11,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8935546875
12,13,cjsb5lnp8blo0km91iog,ibm_cairo,1024,Edge,27.0,1.3.4,2023-09-06 15:26:26.017000-04:00,0.8701171875
0,0,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.7099609375
1,1,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.716796875
2,2,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.7216796875
3,3,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.7080078125
4,4,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.72265625
5,5,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.7158203125
6,6,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.72265625
7,7,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.697265625
8,8,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.720703125
9,9,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.7314453125
10,10,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.7041015625
11,11,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.7314453125
12,12,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.716796875
13,13,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Vertex,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.6982421875
0,1,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.888671875
0,2,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.94140625
0,4,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.916015625
0,3,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.9208984375
1,2,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.87890625
1,5,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.8916015625
1,6,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.8984375
2,7,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.9375
2,8,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.890625
3,4,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.88671875
3,10,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.888671875
3,11,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.8984375
4,12,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.90625
4,9,cjsb5lak1qvd8tcm9mh0,ibmq_belem,1024,Edge,5.0,1.2.12,2023-09-06 13:19:14.284000-04:00,0.8974609375
